content,content_ing
"sudah 5 tahun menggunakan tokopedia, banyak diskonnya, barangnya bagus bagus, pelayanannya memuaskan, fitur pembayaran lentidakap, akses aplikasi terbilang stabil, cepat, jarang sekali error. paling suka dari segi kwalitas produk bagus. juga fitur cukup mudah dimengerti. voucher diskon yang hampir tiap hari. ❤❤","It's been 5 years using Tokopedia, many discounts, good goods, satisfying service, unfavorable payment features, application access is fairly stable, fast, rarely error.Most like in terms of good product quality.Also features are quite easy to understand.discount vouchers that almost every day.❤❤"
"sudah liat ternyata security aplikasi aman, masa password bisa bocor dark web, dapat informasi scan lewat gmail data hingga pasword aplikasi sudah tersebar dark web sekarang ganti password nya dipersulit minta pilih validasi piliha validasinya tidak ada cantumkan","Already see it turns out that the application security is safe, the password period can leak dark web, can be scanned via Gmail Data until the application password has spread dark web now change the password is difficult to ask for the validation of the validation, the validation is not stated"
"sangat jelek! apk blnja online paling parah! kmarin orderan sya hampir sebulan ga nyampe2, tau2 dpt info dri tokopedia, paket nya hilang..trus pesen lagi, ehh ternyata sama saja! tdk sesui estimasi, barang blm trima juga! memang sangat parah proses pengiriman barang tokopedia..tobat pake apk ini...","very ugly!The most worse online apk!Kmarin, my order was almost a month, I didn't arrive, I got to get info from Tokopedia, the package was lost ... then ordered again, ehh it turned out to be the same!Not according to the estimation, the item is not, too!It is very severe that the process of sending goods tokopedia ... tearing using this apk ..."
"pengiriman jelas pihak tokopedianya kurang cepet menangani masalah pengiriman trs ga solutif, min perbaiki masalah pengiriman sangat merugikan buyer kalau barang elektronik mahal prosesnya lama kalau barang ilang","Delivery is clear the toxic party is not quickly handling the problem of shipping TRS is not solutive, min fixing the problem of shipping is very detrimental to the buyer if the electronic goods are expensive if the goods are long if the goods disappear"
"gimana min, sampe sekarang masa ga masukin barang wishlist, padahal sebebelumnya masukin, udah hapus beberapa barang wishlist saya, tetep aja pas mau masukin barang baru, tetep muncul tulisannya ""oops, barang gagal disimpan koleksi. silahkan coba lagi"" kemaren terus, udah hapus aplikasi sampe download ulang, tetep sama aja? perbaikilah masalah bug ini atau error, karna saya masih ga simpen barang wishlist","How Min, until now the time is not entering the wishlist item, even though it has not entered it, I have erased some of my wishlist items, but just when I want to enter new items, the writing still appears ""oops, items failed to save the collection. Please try again"" yesterday continued, already deletedApplication until downloaded, still the same?Improve the problem of this bug or error, because I still can't save a wishlist item"
"proses saldo penjual ribet banget ga kendala pakai review lama banget,dari barang dikirim hampir 1 minggu bebelum cairkan saldo,sudah hubungi tokopedia care jg ada penyelesaian","The process of the seller's balance is very complicated, not the problem of using a very old review, from the goods sent for almost 1 week bebelum disbursed the balance, already contacting Tokopedia Care also there is a solution"
"dulu pengguna setia tokopedia, kejadian beli hp 2 unit pernah sampai. sudah adukan tokopedia sudah beberapa bulan ada tindakan. tanyakan jawaban nya sedang di proses.","Previously, loyal users of Tokopedia, the incident of buying 2 units of cellphone had arrived.There has been a for several months.Ask the answer is being processed."
"dibatalkan otomatis gak jelas padahal akun berbeda,, satu punya adek satu punya saya, pesanan berbeda pembayaran berbeda, masih aja dikira 1 orang ,,,gak jelas,,, apa beda rumah sekalian,,,","canceled automatically unclear even though the account is different, one has one of my sister, the order is different from the payment is different, it is still mistaken for 1 person ,,, not clear ... what is different houses ..."
"semenjak tiktok menjadikan tokopedia aplikasi jual beli tiktok menggantikan shopee,,,semenjak akun saya/saya bisa menggunakan fitur pembayaran cod,,padahal enggak pernah menolak /enggak bayar pesanan ,,semua pesanan saya,saya bayar,, malah sekarang fitur cod akun nonaktifkan,,itu semua gara-gara tokopedia,,aku lebih memilih shopee jadi aplikasi jaul beli di tiktok","Since Tiktok has made Tokopedia the Tiktok buying and selling application replaces Shopee ,,, since my account /I can use the COD payment feature, even though I never refused /not paying the order ,, all my orders, I paid, even now the COD account feature is disabled,, that's all because of Tokopedia ,, I prefer to be shopee so the application jaul buy at tiktok"
"aplikasi terlalu rumit, bisa ajukan komplain pengiriman. butuh 5 hari komplain, akan komplain ternyata estimasi pengiriman langsung rubah/di tambah 2 hari. memaksa untuk bisa komplain, merasa sangat buruk","The application is too complicated, you can submit a shipping complaint.It takes 5 days to complain, will complain that the estimated delivery is to change/plus 2 days.forced to complain, feeling very bad"
belanja d tokped prnah benar dlu.. skrg sama pesan alasan alamat lentidakap.. padahal titik gps benar rt/rw patokan kelurahan jln ada no tlp aktip.. ujung2 nya uang sy ketipu..,"Shopping at Tokopedia was once right ... now the same message is the reason for the address of the address ... even though the GPS point is correct RT/RW, the Penangkan Kelurahan, there is a number number ... the end is cheated ..."
"dulusaya pengguna setia tokped bnyak diskon,, sekarang.. bandintidakan harga harga barang tokped lebih mahal dibandintidakan toko market place sebelah,, diskon gratis ontidakir ribet syaratnya.. alhamdulillah sudah insyaf jadi pindah toko sebelah..","Denusaya loyal user tokped many discounts ,, now .. Bandintidakan Price of Tokped Goods Prices are more expensive prior to the market place shop next door ,, free discounts on astidakir complicated requirements ... Alhamdulillah, it has been aware that you will move the shop next to ..."
adanya fitur report ketegasan penjual lama menunggu konfirmasi. 1x24jam lama pantidakas jadi 12 jam... sangsibtegas penjual itu. karna sangat merugikan pembeli tidak biasa menaruh uang di tokopedia.,The existence of the report feature of the old seller's firmness is waiting for confirmation.1x24 hours long the pantakas is not 12 hours ... SanSibteas the seller.Because it is very detrimental to the buyer is not used to putting money in Tokopedia.
"maksudnya apa sih baru bayar langsung dibatalin sistem,, kok gak jelas gini. kalau emg gak dibeli pake promo dr awal aja jangan main cancel seenaknya sendiri... diperbaiki.","What do you mean by just paying the system directly, how come it's not clear like this.If you don't buy it using a promo from the beginning, don't play cancel as you wish ... repaired."
"kurir memilih, kurir zonk beberapa kali, paketan 4 hari ga sampe2.. lain 1 hari sampai... sensitif penggunaan promo, beberapa transaksi dibatalkan sistem, chat tanya dibatalin baru bisa digunakan promonya.","The courier chose, the zonk courier several times, the 4 -day package was not until ... another 1 day until ... Sensitive to the use of promos, some transactions were canceled by the system, chat questions can only be used by the promo."
aplikasinya makin kesini makin bobrok beli pulsa lama prosesnya segitu udah pembayaran berhasil. kalau gak posisi darurat sih gpp posisi darurat butuh banget anjirrr,"The application is getting here, the more dilapidated, buying a long time the process is that the payment has been successful.If it's not an emergency position, the emergency position is really needed"
tokopedia bekerja sama tiktok. berikan pelayanan terbaik bermitra ekspedisi bertanggung jawab dapat dipercaya. aplikasi membuka halaman komplain sangat lama bisa d akses.,Tokopedia works with Tiktok.Provide the best service to partner with expedition responsibilities to be trusted.The application opens a very long complaint page can be access.
"saran buat sama marketapilace fb .produk sama bisa 1 .membinguntidakan tokped .banyak produk postingannya banyak padahal 1 barang .melelahkan mau pilih barang toko itu"" aja","Suggestions for the same as Fb's Marketapilace. The same product can be 1. Give up tokped. Many of the posting products are many even though 1 item. I want to choose the shop item ""."
sangat kecewa berita beredar cs tokopedia tidak korporatif menanggapi kasus kehilangan barang customer. sebagai pelanggan tetap tokped dulu sekarang akhirnya menjadi ragu berbelanja 🙏🏼,Very disappointed news circulating CS Tokopedia did not corporate responding to the case of losing customer goods.As a permanent customer tokped first now finally hesitated to shop 🙏🏼
"aneh, biaya ontidakir beli langsung berbeda sama barang ditambahkan kekeranjang terlebih dahulu, jadi klo mau beli barang berbeda sekaligus gabisa karna ditambahkan kekeranjang dulu, ontidakirnya lebih mahal dibandintidakan langsung nekan tombol beli langsung, kocak","strange, the cost of ontidakir buy directly different from the goods added to the ground first, so if you want to buy different goods at the same time because it is added to the ground first, the onthesis is more expensive prioritized"
"bbrp wkt lalu klaim kerusakan barang lwt asuransi batalkan,,di karenakan prosedur meminta foto ktapi,,terus terang keberatan ktapi foto data diri kira berikan mudahnya..saya relakan aja klaim nya batalkan...kita gak tahu perusahaan asuransi nya pt apa?? terus terang pribadi keberatan..heran nya saya bertahun2 sbg member gold tokopedia kecewa...lbh baik belanja2 rawan rusak lgsg toko aja,,gpp lbh puas...drpd repot berbelit2","some wkt then claim to damage the items for insurance cancel the cancel, because the procedure for asking for photos, but frankly objections because of your personal data photo, give it easy ... I just let the claim cancel ... we don't know what insurance company PT ??Frankly, Personal Objection ... I have many years as a member of Gold Tokopedia, disappointed ... better shopping prone to damaged shops ,, GPP more satisfied ... Dr.Pd is a bit complicated"
"tolonguntuk pihak tokopedia estimasi paketnya jangan menipu,paket estimasi tanggal 21-23 dari pagi toko nya bebelum konfirmasi belumayan cukup lama itu membuat kecewa sekali & banget kpd developer memegang divisi tersebut ditindak tegas toko toko susah sekali mentidakonfirmasi paket orang klo ini terus semakin banyak toko seenaknya tidak bertanggung jawab ini untuk yang sudah checkout memakai e-wallet🙂","Please for the Tokopedia estimation of the package, don't cheat, the estimated package on 21-23 from the morning is that the shop is not yet for a long time, it makes it very disappointed & really to the developer holding the division firmly dealt with the store's shop is very difficult to confirm the package of people if it continues to be more and more shops arbitrarilyThis is not responsible for those who have checked out using e-wallet 🙂"
"kualitas tokopedia makin buruk, barang diretur, dana lama sekali refund. bukan uang sedikit. kesalahan ekspedisi, malah yang apesnya uang ditahan bebelum refund, uang jutaan coy. kapan kalian mau kembalikan?. ah payah kalian","The quality of Tokopedia is getting worse, the goods are returned, the old fund is refund.Not a little money.Expedition errors, instead, those who are unlucky of money are held back to refund, millions of coys.When do you want to return it?.ah your lag"
"tolonglah hapus aja fitur kurir rekomendasi, sangat cacat rekomen sama sekali, pakai kurir rekomendasi paket selalu lama datang, mending dihilantidakan mending pakai sicepat jnt jne saja, terlalu merugikan pembeli penjual karna lama","Please just delete the recommendation courier features, very retired at all, using a packet recommendation courier always come long, it's better to be better if you use JNT JNE, too detrimental to the buyer of the seller because it is old"
"beli hp 2 pcs kenapa stuck warehouse 4 harian satu entah kesasar , estimasi awal tgl 3-6 berubah jadi 4-11 kenapa jadi begini hubungi tokopedia care tetep aja balas bot g ngaruh masalah cuman tambah gak ada jalan expedisi niat kerja apa gimana","Buy 2 pcs cellphones Why are stuck warehouse 4 daily one somehow, the initial estimation of 3-6 changes to 4-11 why so this is contacting Tokopedia care but just replying the bots of the problem, but there is no expected way of work."
"pesan barang tokopedia, dibatalkan penjual ada kesalahan uang refund malah potong gak utuh saat awal pembelian barang. gimana ini!","Order tokopedia goods, canceled the seller there is a refund error instead of cutting off when the initial purchase of goods.What to do!"
"baru level member platinum, freeontidakir kurir kyk dulu, dulu gercep sampenya hampir sama kyk berbayar bahkan bs lebih baik bahkan lebih cepat sprti pake next day. sekarang pake freeontidakir barang dah smpe cabang kota dikirim2 pdhal status ""brg dikirim kurir alamat pembeli"" smpe berhari2 dengann status sama smpe skrg blom dikirim jg 😂😆 hati2 pake freeontidakir = melatih kesabaran ketidakpastian, smga ja brg2 hilang.","Only the level of platinum member, free contrite courier kyk first, used to be almost the same as paid even better even faster like using next day.now using freeontontoral goods already smp with city branches sent pdhal status ""can be sent couriers the buyer address"" smke for days with the status of the same time now it hasn't been sent too 😂😆 carefully using freeontontidakir = practice patience of uncertainty, all the time is lost."
semakin hilang minat belanja & semakin muak kurir rekomendasi tokopedia ada tindak lanjut. kiriman berbayar maupun berbayar lebih parah nextday datang 2-3 hari tokopedia lembek ada tindak lanjut sama sekali,The more lost interest in shopping & the more fed up courier Tokopedia recommendations have follow -up.Paid and paid shipments are more severe Nextday comes 2-3 days Tokopedia Sops there is a follow-up at all
"semenjak adanya kurir rekomendasi pelayanan jadi kurang banget. iya sh gratis ontidakir jangan nurunin kualitas juga, mending ngga usah gratis ontidakir dripada ngebuang waktu nunggu paket lama.","Since the existence of a courier of service recommendations has been really lacking.Yes, it's free, don't reduce quality too, it's better not to be free on the dripada to throw time waiting for the old package."
"pengiriman menggunakan kurir rekomendasi sangat sangat buruk, pesanan sudah hampir 2 pekan sampai juga. percuma banyak promo kalau pengiriman semengecewakan","Delivery using a recommendation courier is very, very bad, the order has been almost 2 weeks arrived.It's useless to have a lot of promos if shipping is as disappointed"
"harusnya toped evaluasi buat pengirimannya, masa e-comm cepet toped lelet? lazada pengiriman kadang sehari (pesen pagi besok sampe), shopee 2-5 hari lelet juga, toped lelet bangettt seminggu masi stuck. awalan bagus kurirnya sicepat jadi 2 hari sampe, sekarang jne bobrok udah😔☝🏻 uninstall, makasih promo gratisannya😃","Should be topped evaluating for delivery, e-comm period quickly Toped slow?Lazada delivery sometimes a day (order in the morning tomorrow until), Shopee 2-5 days are slow too, topped really slowly a week still stuck.The good prefix is the courier to be 2 days until it's 2 days, now JNE is bobrok already uninstall, thanks for the free promo😃"
"awalnya tokped paling top,tapi pake kurir rekomendasi dia,itu awal mula kehancuran utk dirinya sendiri... kalau ilangin lah om kurir sapx.parah banget asli.","Initially the most top tokped, but using his recommendation courier, that was the beginning of destruction for himself ... if it disappears, Om Courier Sapx."
"tokopedia sekarang bs wat andalkan transaksi top up pembayaran angsuran,di batasi sama riwayat transaksi,,untuk hr and tidak menggunakan toped lg,beralih lain,","Tokopedia is now able to rely on top -up transactions in installment payments, limit with transaction history, for HR and not using Toped LG, switching differently,"
"sekarang kalau mau check out pulsa token tambah nomor telpon, padahal dulu nomor telpon ga berubah. ditambah semua nomor telpon pun bisa dengann alasan sdh dipakai. sudahlah ga jadi beli token pulsa disini.","Now if you want to check out the token pulse, add telephone number, even though the telephone number did not change.Plus all telephone numbers can be used for reasons.Never mind, so I buy a credit token here."
"sebagai pedagang pembeli memakai app tokopedia sangat"" senang dengn app ini,selain sering ngasih bnyk kupon n cashback plus gratis ontidakir instan, dapat penghasilan jualan produk dri tokpe potongan nya ga bnyak tidk sperti toko sebelah,n tokopedia sngat"" safety customer butuh bantuan masalah cepet teratasi, selama 4thn berjualan tokpe tidk pernh mempunyai kendala apapun barang return selalu balik tidk pernh hilang,patut si di ksi ⭐5","As a buyer trader wearing an app tokopedia is very ""happy with this app, besides frequently giving a lot of coupons n cashback plus free ont non -instant, can income selling products from tokpe the discount is not a lot like the shop next door, and tokopedia sngat"" safety customer needs help with fast problemsresolved, as long as 4 years selling tokpe does not have any obstacles, the return item is always back, not missing, it is worth the ksi ⭐5"
"kurir spax kok jadi kurir rekomendasi? padahal pengiriman nya lama sekali, barang kalau selalu terakhir tgl estimasi misal estimasi pengiriman tgl 3 - 6 , sampai paketnya tgl estimasi terakhir tgl 6. selalu begitu. padahal kurir rekomendasi lebih cepat seperti kurir reguler. gimana sihh tokped ini? salah pilih kurir rekomendasi nihh?","How come the spax courier is a recommendation courier?Even though the delivery is a long time, the item is always the last date of estimation, for example, the estimated delivery of 3-6, until the package is the last estimation date.Even though the recommendation courier is faster like a regular courier.How is this tokped?Wrong Choose a Recommendation Courier?"
"tokped dong. mau beli obat susah banget.. terlalu lama nunggu resep obat.. beli obat apotek kadang susah nyari stoknya.. pas kebetulan online ada. dicekout ribet banget. mending kalau proses resep dokternya cepat. lama banget sih . diulang ulang otomatis keluar lagi, tolong dong diperbaiki sistemnya tuh butuh beneran obatnya apotek konvensional langganan mahal harganya, makanya beli online","tokped please.want to buy a very difficult medicine ... waiting for a prescription for medicine for too long ... buying a pharmacy medicine is sometimes difficult to find stock ... when it happens online there is.Very complicated.It's better if the doctor's prescription process is fast.It's so long.Repeated automatically out again, please improve the system requires really medicine conventional pharmacies are expensive, so buy online"
rekomendasi kurir nya kacau masa 1 minggu bebelum nyampai paket nya. respon pengajuan koplain persulit. perkiraan nya di ubah makin lama. kalau rekonendasi kurir jangan j&t bikin kurir sendiri toko sebelah.,"The recommendation of the courier is chaotic, a 1 -week period of time to arrive at the package.Response to submit a Koplain is difficult.The estimates are changed more and more.If the courier recone do not make J&T make your own courier the shop next door."
"memang betul menggunakan vocer free ontidakir, pengirimannya duhh sampe 9 hari dongg!! payah banget, paket 2 hari stuckk tempat itu2 aja resi gajelas gabisa tracking laman jasa kirimnya","It is true that using a free postage voucher, the delivery is up to 9 days, please !!really bad, the 2 -day package is stuck"
"seller sama toko pedia nya memang aneh, katanya kalau belanja tokopedia nggak seller nipu, kenyataannya ada, ehh dari tokopedia mempersulit orang mau retur, jelas2 seller salah. bintang satu tidak untuk toko pedia, nol","The seller and the pedia shop are indeed strange, he said that if shopping for Tokopedia is not seller to cheat, in fact there is, ehh from Tokopedia makes it difficult for people to return, clearly the seller is wrong.One Star Not For Pedia Stores, Zero"
"buat penawaran nya oke sih minusnya pengiriman nya pengiriman jne band aja gasi udah 3 minggu ga nyampe' ngestack situ mulu padahal udah dikota tinggal anter banyak customer bilang, kalau udah 2minggu lebih ngga dikirim artinya disuruh ngambil sendiri disana, masa suruh kesana, katanya kalau ngga ngambil akan kembalikan seller buat pihak tokped segera ditindaklanjuti untuk ekspedisi jne udah banyak komen kayak gth","For the offer, the minus is the minus of the delivery of the JNE band, just take 3 weeks, it doesn't arrive 'ngestack there, even though it's already in the city, there are many customers, there are many customers, if it's been 2 weeks, it is not sent, it means being told to take it yourself there, you can go there, he said if it is nottake the seller to return to the tokped party immediately followed up for the JNE expedition, there are many comments like GTH"
"jangan pernah pake kurir rekomendasi tokopedia, barang satu minggu kagak dikirim2, padahal udaha di gudang salah satu expedisi, malah stak kagak dikirim2 konsumen, paket gw tujuan tangerang, malah dikiri. gudang serang, gila kagak jelas","Never use Tokopedia's recommendation courier, one week item is not sent, even though it's already in the warehouse of one of the expeditions, instead the stak is not sent by consumers, my package is to Tangerang, instead it is left.Serang warehouse, crazy not clear"
"belanja ataupun berjualan se-aman shopee, proses pengembalian dana kendala cukup berbelit belit lambat penanganannya! dana pengembalian hingga saat ini ada kejelasan. pembeli saat mengajukan komplain produk berfungsi bisa ditolak penjual jahat. penjual saat barang hilang pengiriman (kurir) dana pengembalian 50 %","Shopping or selling Shopee's safe, the process of refunding constraints is quite complicated in the slow handling!The refund until now has clarity.Buyers when applying for a functioning product can be rejected by evil sellers.seller when the goods are lost delivery (courier) 50 % return fund"
"sistem uinya gak enak banget sekarang, untuk kategori lebih enak dulu sistem kategorinya sebebelum merger sama tiktok.","The Urnya system is not really good now, for the category the category is better before the mergers and tiktok."
"gara2 kurir rekomendasi sapx jadi pikir2 belanja tokped pengiriman sangat buruk super lama sama satu kota aj 1minggu lebih,aneh nih tokped cuma pakai gratis ontidakir kurir sengaja dipilih buruk kedepanny muntidakin tidak belanja di tokped kalau msh kurir rekomendasi sapx👎👎👎👎👎👎","Because of SAPX's recommendation courier so thinking shopping to shop is very bad, super old with one city aj 1 week more, weird, tokped, only use free ontidakir courier deliberately chosen bad in the future Muntidakin does not shop at the tokped if the courier is Sapx 'recommendation"
"tarik rekening lama banget, udah persenan batalkan automatis pembayaran. memang sih refund penarikan nya lama banget. proses lama, kurir rekomendasi lama, apa apa lama. padahal tokopedia udah termasuk e-commerce lama sistemnya gini aja lemot. tokopedia care lama juga, gak responsif. duh","Pull up the old account, already canceled the automatic payment.Indeed, the withdrawal refund is very long.Old Process, Old Recommendation Courier, what is long.Even though Tokopedia is already included in the old e-commerce, the system is just slow.Tokopedia Care is old too, not responsive.Duh"
"barang diterima, penjual claim barang terima dana bebelum kembali hampir set bulan ada progress sangat slow respon.","The goods are received, the seller of the Claiming Goods Receive the funds back to almost the month set there is a very slow response progress."
"toko pedia saya mengalami kemunduran, pesan barang sdh 6 hari bebelum sampai, kalau itu kurir, tetep bagian tokopedia, saya tokopedia sekrang parah","Tokopedia I experienced a setback, ordered the goods for 6 days to arrive, if it was a courier, but still the tokopedia, I was a severe Tokopedia"
cek out rp 1000 pengguna baru. ujung2nya cancel juga. mana dana masuk aplikasi bukan balik bank asal. pembohongan namanya. aku tetap setia shope aja deh... rp 1 tetap kirimkan. gak bayar sama sekali malah,Check out Rp. 1000 new users.The edges can be canceled too.Where the application is entered the application instead of returning the original bank.Ambaungan name.I remain loyal to just shop ... Rp. 1 keep sending it.don't pay at all even
udah lama tiap belanja pakai tokopedia. baru kali paket lama datangnya. karna program gratis ontidakir pake kurir id express. kurir reputasi buruk di rekomendasikan.,It's been a long time to shop using Tokopedia.Just a long time the old package came.because the free ontoidiri program uses courier ID Express.bad reputation couriers are recommended.
"sapx kurir rekomendasi tokopedia parah, bahkan sangat teramat parah. kelas amatiran. kalau pihak tokopedia bertahan rekomendasi kurir kayak gini mending sekalian tutup akun pindah aplikasi sebelah.","Sapx Courier Tokopedia recommendations are severe, even very severe.amateur class.If Tokopedia survives courier recommendations like this better and close the account to move the application next door."
"pertahankan fasilitas bebas ontidakirnya...😍 lanjutkan terus.... sekarang jadi males belanja tokped jadi lelet dlm pengiriman,dan masukin kata pencarian jadi gak karuan gak dulu","Maintain free facilities ... 😍 Continue to continue .... now it's lazy to shop to be slow in shipping, and enter the search word so it's not frivolous"
"sangat kecewa, kurir rekomendasi otomatis nya jne seminggu g sampai2, pengiriman stuk tempat tahu gini mending beli marketapilace sebelah aja deh, biar selisih harga penting g seminggu gini mana tokped live chat nya bot bukan cs, ngubungi entah lewat mana","Very disappointed, the automatic recommendation courier is JNE a week, G to 2, the delivery of the place to know is better to buy a marketapilace next door, so that the difference in the price is important for a week, where is the live chat to the bot, not cs, contact somewhere"
"tempat belanja dari dulu,tapi semenjak bebas ontidakir pakai kurir rekomendasi,barang lama rumah, bahkan melampaui batas estimasi tanggal tiba ditujuan kecewa tokopedia 🙏","a shopping place from the past, but since free ones used to use a recommendation courier, old house goods, even beyond the estimated limit of the date of arrival at the destination of Tokopedia 🙏"
"dong tokopedia lebih bertanggung jawab pengirima kurir rekomended sapx nya sangat sangat lambat meresahkan menyusahkan pembeli...tokped mengerti keluh kesah pembeli mngenai pengiriman nya...jangan pakai kurir sapx lagi, pengiriman lambat banget nama nya bukan kurir recomended, kurir penyesalan.. kalau ini terus lama kelamaan gak yang mau belanja di tokped..","Dong Tokopedia is more responsible for the courier of SAPX's recommended courier, very slow to troubling the buyers ... tokped to understand the buyer's complaints about the shipping ... don't wear the Sapx courier again, the name is really slow, the name is not a recommended courier, courier regret .. ifThis continues to over time who wants to shop at tokped .."
"kok aplikasi berat,... padahal ram hp tinggi... menu transaksi sulit terbuka. sepertinya tokopedia kurang memperhatikan ini","how come the application is heavy, ... even though the HP RAM is high ... the transaction menu is difficult to open.Looks like Tokopedia is not paying attention to this"
pelayanan buruk. customer dibuat menunggu 2 minggu lebih pengiriman gak garansi pengiriman kompensasi. padahal co minta duit lebih buat garansi kirim.,Poor service.Customers are made to wait for more than 2 weeks of delivery not to guarantee compensation.Even though Co asked for more money for the sending warranty.
"apk jelasss... snk suka"" aja.. tiba"" bisa bayar orderan trus bisa pke vocher.. ngasih vocher dipake suruh buat pajangan aja.. tidak mau rugiiiii kayaknya....tapi sok""an bersaing am shope segala ngasih vocher..tapi kalau dipake tiap hari jd akunnya sakitt kan aneh..uninstal ajaaa...","apk clearly ... Snk likes ""just ... arriving"" can pay orders and then you can use vocher ... giving a vocher use it to make it a display ... I don't want to lose it, I think ... but pretentious ""and competing, all of them, everything gives a vocher.. But if you use it every day, the account is sick, right ... just installed ..."
"ada cod terpaksa pakai pembayaran pakai saldo setelah, pesanan dibatalkan otomatis saldo jadi refund mau narik ribet banget saya gak punya rekening udahlah mbat aja tuh saldo..","There is a COD forced to use payment using the balance after, the order is canceled automatically the balance so the refund wants to be complicated, I don't have an account, it's just a balance ..."
"iklan tokopedia game sangat mengganggu, masuk otomatis game jadi logout, gak pernah belanja disini lagi.","Tokopedia game advertisements are very annoying, automatically enter the game to log out, never shop here again."
"ancur semua gara² kurir rekomendasi, kurir rekomendasi buang itu jne jnt.... biasanya 3-4hari sdh sampe, sekarang 10 hari bebelum sampe². barang stuck hub sampe 5hari gak jalan².","Through all because of the courier of recommendations, the courier of the discard recommendations is JNE JNT .... usually 3-4 days have arrived, now 10 days are not until.Stuck hub goods until 5 days don't walk."
"pelit voucher , pengen gratis ontidakir ajh bayar paket plus terlebih dahulu, casback voucher sering ada ,hanya periode tertentu saja, makin kesini kesini makin pelit .","Stingy vouchers, want to be free ontidakir ajh pay the package plus first, casback vouchers often exist, only certain periods, the more here the more stingy."
"barang dikirim tanggal 5 april 2024 tiba-tiba notice kalau barang gagal dikirim sampe sekarang belm dapet solusi sama sekali,suruh nunggu kabar kurirnya udah hampir seminggu lebih belom dapet solusi barangnya apa enggak,gimana ceritanya!!!","Goods sent on April 5, 2024 suddenly notice if the goods failed to be sent until now have not gotten a solution at all, tell the news of the courier to be almost a week more than not getting the solution or not, how about the story !!!"
udah gak share sih link produk? loading terus berhenti. gimana ni udah 1 bulan loh sama update gak perubahan! perbaikilah. gak percaya coba sendiri gak share loading lama parah!!!,"Don't share the product link?Loading keeps stopping.how have you been 1 month with the update not change!Repair.Can't believe it, try not to share a long long loading !!!"
"tokopedia bagaimana sih sy beli pulsa 30rb dengann hrga 14.500 karenas lg promo sy beli dengann cara bayar pakai gopay setlah 1j an uang gopay sy dikembalikan beli pulsa batalkan , sebebelumnya jg sy membeli dengann byr gopay jg uang gopay sy kembalikan lg pihak tokopedia dan barang jd kirim/di batal kan seenaknya oleh tokopedia aduhh"" mendingan tiktokshop shopee kalau begini trs siapa mau belanja tokopedia promo jarang🤣🤣","Tokopedia how do I buy 30 thousand credit with hrga 14,500 because again the promo I bought by paying using gopay after 1j gopay money I was returned to buy pulses canceled, not before I bought it with byr gopay too, I returned the Tokopedia and the goods would be returned/Cancel as you wish by Tokopedia is ouch ""better Tiktokshop Shopee if you want to shop for Tokopedia promo rarely🤣🤣"
"id express ekspedisi gak jelas aja kerja sama, paket udah hampir 2 minggu gak kirim"" stuck tempat. kapok pake tokopedia mending pake oren!!","Express Id Express is not clear just cooperating, the package has been almost 2 weeks of not sending ""stuck a place. Kapok using tokopedia mending using oren !!"
sempat senang lihat cashback ditumpuk gratis ontidakir. baru sebentar ada perubahan. promo sementara. sekarang cashback bisa nutupin asuransi. gratis ontidakir bayar rp. 12.000 rp. 14.000. jadi harus nambah banyar ontidakir.,"I was happy to see the cashback piled for free ontidakir.Just a moment there was a change.Temporary Promo.Now cashback can cover insurance.FREE ONTANIDAKIR PAY Rp.12,000 Rp.14,000.So you have to add Banyar Ontidacir."
"kok tumben pengirimannya jadi lama, barang gak gerak² cuman bolak balik aja status trackingnya. mau komplen sama csnya, csnya slow respon parah.","How come the delivery is so long, the item doesn't move back and forth.Want to complain with the CS, the CS is slow response."
"sejauh pengalaman menggunakan app sangat baik, saja sering kali dilakukan update icon ui dalam app membuat user sering membiasakan tampilan tampilan baru dinamis","As far as the experience using the App is very good, even often an UI icon update in the app makes users often familiarize the new appearance of a dynamic appearance"
"belanja ditoko pedia masalah pembayaran via virtual udah pesan klik bayar sistem otomatis tolak,agak ribet emang entah apa jd bingung, toko lain g ribet ribet banget,udah g mau duit mending g usah jualan","Shopping at the Pedia Pedia Payment issue via virtual already ordered, click Paying the automatic system, reject, it's a bit complicated, I don't know what's confused, other stores are really complicated, I don't want money to sell money"
mantap suka promo barang fisik nya. ya olong dong promo pln nya jangan pelit² masa cuma 1% s/d 2% saja. ga asyik ah ga kayak dulu.,"great likes the promotion of physical items.Yes, please promo PLN, don't be stingy at only 1% to 2%.It's not fun, it's not like it used to be."
"ga ngerti lg sama tokopedia sekarang, cuma gara2 pakai gratis ontidakir, kurir rekomendasi nya (id exprees n sapx) ngawur semua, 2 order estimasi sampainya mundur sampe 3 hari. buat butuh cepet trus pake gratis ontidakir jangan berharap barang sesuai estimasi (pasti mundur) 🥱🖕","I don't understand the same to Tokopedia now, just because of using free ontidakir, the recommendation courier (ID exprees n Sapx) is all inconsequential, 2 orders for estimated until 3 days.To need fast and then use free ontidakir, don't expect goods according to the estimation (definitely withdraw) 🥱🖕"
